model,timestamp,money
qwen3-max,355,13401.389537
claude-sonnet-4-5,355,8854.773497
buynhold_btc,355,10318.91195
gpt-5,356,2532.764264
grok-4,356,6376.676183
gemini-2.5-pro,356,3063.516947
qwen3-max,356,13406.475795
deepseek-chat-v3.1,356,14745.251265
claude-sonnet-4-5,356,8973.791212
buynhold_btc,356,10318.53775
gpt-5,357,2522.183515
gemini-2.5-pro,357,3053.607528
grok-4,357,6362.62849
qwen3-max,357,13446.372333
deepseek-chat-v3.1,357,14821.356132
claude-sonnet-4-5,357,9203.666583
buynhold_btc,357,10340.522
gpt-5,358,2495.30334
gemini-2.5-pro,358,3031.040098
grok-4,358,6400.929866
deepseek-chat-v3.1,358,14875.781497
qwen3-max,358,13508.688089
claude-sonnet-4-5,358,9151.784534
buynhold_btc,358,10315.2635
gpt-5,359,2583.501325
grok-4,359,6250.622999
gemini-2.5-pro,359,3147.341782
qwen3-max,359,13240.60785
deepseek-chat-v3.1,359,14640.487936
claude-sonnet-4-5,359,8940.07656
buynhold_btc,359,10299.82775
grok-4,360,6293.963259
gpt-5,360,2537.9325
deepseek-chat-v3.1,360,14797.730269
gemini-2.5-pro,360,3092.212679
qwen3-max,360,13287.585915
claude-sonnet-4-5,360,9076.107481
buynhold_btc,360,10296.27285
gpt-5,361,2513.406236
grok-4,361,6310.1949
gemini-2.5-pro,361,3083.557149
qwen3-max,361,13287.363965
deepseek-chat-v3.1,361,14716.077215
claude-sonnet-4-5,361,8954.906928
buynhold_btc,361,10294.4954
gpt-5,362,2591.535004
gemini-2.5-pro,362,3142.415299
grok-4,362,6297.016252
qwen3-max,362,13259.412937
deepseek-chat-v3.1,362,14658.876091
claude-sonnet-4-5,362,8751.588129
buynhold_btc,362,10302.7278
gpt-5,363,2603.501908
grok-4,363,6257.122811
gemini-2.5-pro,363,3172.063542
deepseek-chat-v3.1,363,14668.299792
qwen3-max,363,13213.76185
claude-sonnet-4-5,363,8861.995915
buynhold_btc,363,10308.715
gpt-5,364,2555.683047
grok-4,364,6305.35475
gemini-2.5-pro,364,3098.16163
qwen3-max,364,13270.180357
deepseek-chat-v3.1,364,14745.902304
claude-sonnet-4-5,364,8870.633763
buynhold_btc,364,10294.1212
gpt-5,365,2572.839227
gemini-2.5-pro,365,3113.898125
grok-4,365,6303.69757
qwen3-max,365,13271.728739
deepseek-chat-v3.1,365,14736.255256
claude-sonnet-4-5,365,8998.861018
buynhold_btc,365,10312.73765
gpt-5,366,2396.769731
grok-4,366,6451.52213
gemini-2.5-pro,366,2920.32057
qwen3-max,366,13619.602563
deepseek-chat-v3.1,366,15104.54051
claude-sonnet-4-5,366,9443.589682
buynhold_btc,366,10323.542675
gpt-5,367,2445.942476
gemini-2.5-pro,367,2973.217926
grok-4,367,6432.98632
deepseek-chat-v3.1,367,14989.626794
qwen3-max,367,13523.207552
claude-sonnet-4-5,367,9319.967066
buynhold_btc,367,10328.9218
gpt-5,368,2424.953962
grok-4,368,6461.275041
gemini-2.5-pro,368,2929.35017
qwen3-max,368,13619.151428
deepseek-chat-v3.1,368,15016.404567
claude-sonnet-4-5,368,9348.798295
buynhold_btc,368,10353.71255
gpt-5,369,2380.764321
gemini-2.5-pro,369,2863.069306
grok-4,369,6551.92712
qwen3-max,369,13820.11357
deepseek-chat-v3.1,369,15199.601686
claude-sonnet-4-5,369,9548.724302
buynhold_btc,369,10370.458
gpt-5,370,2447.677595
grok-4,370,6512.72521
gemini-2.5-pro,370,2894.80046
deepseek-chat-v3.1,370,15106.362178
qwen3-max,370,13790.976059
claude-sonnet-4-5,370,9439.874356
buynhold_btc,370,10367.978925
gpt-5,371,2525.737778
grok-4,371,6502.903931
gemini-2.5-pro,371,2976.317927
deepseek-chat-v3.1,371,14875.388553
qwen3-max,371,13708.149595
claude-sonnet-4-5,371,8985.285227
buynhold_btc,371,10330.6057
gpt-5,372,2598.527967
gemini-2.5-pro,372,3049.160593
grok-4,372,6454.433006
deepseek-chat-v3.1,372,14753.384652
qwen3-max,372,13621.194717
claude-sonnet-4-5,372,8823.394776
buynhold_btc,372,10377.7549
gpt-5,373,2456.745915
gemini-2.5-pro,373,2882.374273
grok-4,373,6659.166943
deepseek-chat-v3.1,373,14995.668345
qwen3-max,373,13923.634699
claude-sonnet-4-5,373,9108.400929
buynhold_btc,373,10369.80315
gpt-5,374,2513.60866
grok-4,374,6547.725673
gemini-2.5-pro,374,2906.362672
deepseek-chat-v3.1,374,14876.49815
qwen3-max,374,13688.588021
claude-sonnet-4-5,374,8825.710539
buynhold_btc,374,10325.1798
gpt-5,375,2581.591581
gemini-2.5-pro,375,2867.819679
grok-4,375,6450.812899
qwen3-max,375,13579.212582
deepseek-chat-v3.1,375,14808.880981
claude-sonnet-4-5,375,8866.034051
buynhold_btc,375,10329.1089
gpt-5,376,2659.970154
deepseek-chat-v3.1,376,14736.258425
gemini-2.5-pro,376,2950.279505
grok-4,376,6398.358931
qwen3-max,376,13430.30822
claude-sonnet-4-5,376,8565.928867
buynhold_btc,376,10344.73175
gpt-5,377,2689.570146
gemini-2.5-pro,377,3007.230857
grok-4,377,6303.926741
qwen3-max,377,13190.546108
deepseek-chat-v3.1,377,14505.132397
claude-sonnet-4-5,377,8330.715953
buynhold_btc,377,10294.77605
gpt-5,378,2666.297293
gemini-2.5-pro,378,2967.581676
grok-4,378,6297.113739
deepseek-chat-v3.1,378,14657.704193
qwen3-max,378,13298.88401
claude-sonnet-4-5,378,8147.222408
buynhold_btc,378,10297.489
gpt-5,379,2674.995557
grok-4,379,6323.39685
gemini-2.5-pro,379,2969.055344
qwen3-max,379,13332.881359
deepseek-chat-v3.1,379,14624.119033
claude-sonnet-4-5,379,8149.675034
buynhold_btc,379,10310.3989
gpt-5,380,2683.43019
gemini-2.5-pro,380,2962.362526
grok-4,380,6331.585912
qwen3-max,380,13407.587668
deepseek-chat-v3.1,380,14636.513043
claude-sonnet-4-5,380,8144.823394
buynhold_btc,380,10293.747
gpt-5,381,2722.00249
gemini-2.5-pro,381,3003.214641
grok-4,381,6280.999817
qwen3-max,381,13302.935121
deepseek-chat-v3.1,381,14614.63471
claude-sonnet-4-5,381,8130.513242
buynhold_btc,381,10299.07935
gpt-5,382,2686.218847
gemini-2.5-pro,382,2979.352581
grok-4,382,6263.832756
deepseek-chat-v3.1,382,14762.398139
qwen3-max,382,13296.81323
claude-sonnet-4-5,382,8145.379715
buynhold_btc,382,10297.58255
gpt-5,383,2620.281687
gemini-2.5-pro,383,2950.212781
grok-4,383,6254.510034
deepseek-chat-v3.1,383,14756.264905
qwen3-max,383,13212.22201
claude-sonnet-4-5,383,8151.484202
buynhold_btc,383,10251.8366
gpt-5,384,2691.256486
grok-4,384,6226.700124
gemini-2.5-pro,384,2951.754564
qwen3-max,384,13363.631498
deepseek-chat-v3.1,384,14829.381502
claude-sonnet-4-5,384,8206.566234
buynhold_btc,384,10321.765225
gemini-2.5-pro,385,2757.180194
gpt-5,385,2431.260158
grok-4,385,6396.287136
qwen3-max,385,13533.326222
deepseek-chat-v3.1,385,15152.949057
claude-sonnet-4-5,385,8328.747165
buynhold_btc,385,10322.9346
gemini-2.5-pro,386,2952.942834
gpt-5,386,2621.396806
grok-4,386,6129.279255
qwen3-max,386,12911.83672
deepseek-chat-v3.1,386,14761.104965
claude-sonnet-4-5,386,8054.055965
buynhold_btc,386,10257.8238
gpt-5,387,2697.964666
grok-4,387,6162.887625
gemini-2.5-pro,387,3025.567588
deepseek-chat-v3.1,387,14490.345156
qwen3-max,387,13011.917786
claude-sonnet-4-5,387,7915.919918
buynhold_btc,387,10196.0808
gpt-5,388,2909.907098
grok-4,388,5991.096441
gemini-2.5-pro,388,3236.543563
deepseek-chat-v3.1,388,13921.929829
qwen3-max,388,12699.59369
claude-sonnet-4-5,388,7637.814663
buynhold_btc,388,10133.5894
gpt-5,389,3240.261581
gemini-2.5-pro,389,3641.565557
grok-4,389,5707.604598
qwen3-max,389,12031.478293
deepseek-chat-v3.1,389,12922.703486
claude-sonnet-4-5,389,7162.697446
buynhold_btc,389,10093.7371
gpt-5,390,3221.182143
gemini-2.5-pro,390,3583.831027
grok-4,390,5726.107012
qwen3-max,390,11872.371612
deepseek-chat-v3.1,390,13079.085805
claude-sonnet-4-5,390,7375.501502
buynhold_btc,390,10078.7691
gpt-5,391,3238.861349
gemini-2.5-pro,391,3689.648926
grok-4,391,5622.210732
deepseek-chat-v3.1,391,12892.56631
qwen3-max,391,11842.523653
claude-sonnet-4-5,391,7102.558126
buynhold_btc,391,10056.97195
gpt-5,392,3271.779318
gemini-2.5-pro,392,3775.584843
grok-4,392,5540.546549
deepseek-chat-v3.1,392,12359.52401
qwen3-max,392,11813.885849
claude-sonnet-4-5,392,6924.28006
buynhold_btc,392,10064.7366
gpt-5,393,3297.33907
grok-4,393,5575.927607
gemini-2.5-pro,393,3767.751255
deepseek-chat-v3.1,393,12348.087988
qwen3-max,393,11823.858064
claude-sonnet-4-5,393,6959.44252
buynhold_btc,393,10024.41655
gpt-5,394,3292.909087
grok-4,394,5652.6004
gemini-2.5-pro,394,3760.211441
qwen3-max,394,11849.120124
deepseek-chat-v3.1,394,12366.821012
claude-sonnet-4-5,394,7068.291899
buynhold_btc,394,10035.7361
gpt-5,395,3322.3827
grok-4,395,5547.9051
gemini-2.5-pro,395,3856.159501
deepseek-chat-v3.1,395,12180.089549
qwen3-max,395,11804.312715
claude-sonnet-4-5,395,6942.457696
buynhold_btc,395,10046.68145
gpt-5,396,3340.456164
gemini-2.5-pro,396,3987.221711
grok-4,396,5539.308556
qwen3-max,396,11790.745656
deepseek-chat-v3.1,396,12104.901836
claude-sonnet-4-5,396,6805.18903
buynhold_btc,396,10076.711
gpt-5,397,3290.467382
gemini-2.5-pro,397,3780.385304
deepseek-chat-v3.1,397,12130.038889
grok-4,397,5733.883262
qwen3-max,397,11859.457448
claude-sonnet-4-5,397,6861.693875
buynhold_btc,397,10100.2856
gpt-5,398,3292.267522
gemini-2.5-pro,398,3790.574022
grok-4,398,5726.387214
deepseek-chat-v3.1,398,12111.228093
qwen3-max,398,11854.689266
claude-sonnet-4-5,398,6838.638751
buynhold_btc,398,10104.12115
gpt-5,399,3254.917769
grok-4,399,5788.587616
gemini-2.5-pro,399,3697.541543
qwen3-max,399,11879.950896
deepseek-chat-v3.1,399,12286.611251
claude-sonnet-4-5,399,6890.203404
buynhold_btc,399,10081.29495
gpt-5,400,3203.221575
gemini-2.5-pro,400,3634.089508
grok-4,400,5780.602612
deepseek-chat-v3.1,400,12240.495241
qwen3-max,400,11870.342336
claude-sonnet-4-5,400,6839.977833
buynhold_btc,400,9955.00245
gpt-5,401,3866.28141
grok-4,401,5178.514377
gemini-2.5-pro,401,4469.894698
qwen3-max,401,11577.974371
deepseek-chat-v3.1,401,10259.457318
claude-sonnet-4-5,401,6344.88746
buynhold_btc,401,9959.30575
gpt-5,402,3560.26447
gemini-2.5-pro,402,3971.79552
grok-4,402,5654.53152
deepseek-chat-v3.1,402,10488.853877
qwen3-max,402,12102.491002
claude-sonnet-4-5,402,6689.37209
buynhold_btc,402,10063.0527
gpt-5,403,3370.806894
gemini-2.5-pro,403,3611.85339
grok-4,403,6174.976248
qwen3-max,403,12507.102064
deepseek-chat-v3.1,403,10784.545849
claude-sonnet-4-5,403,6954.549136
buynhold_btc,403,10029.09405
gpt-5,404,3545.544621
grok-4,404,5699.125748
gemini-2.5-pro,404,3996.344863
qwen3-max,404,12163.716742
deepseek-chat-v3.1,404,10574.888036
claude-sonnet-4-5,404,6669.827196
buynhold_btc,404,10042.00395
gpt-5,405,3644.737582
gemini-2.5-pro,405,4160.691593
grok-4,405,5590.756666
qwen3-max,405,12333.480526
deepseek-chat-v3.1,405,10686.182606
claude-sonnet-4-5,405,6717.519629
buynhold_btc,405,9995.04185
gpt-5,406,3896.534579
grok-4,406,5226.236257
gemini-2.5-pro,406,4485.141732
qwen3-max,406,12287.647253
deepseek-chat-v3.1,406,10476.044666
claude-sonnet-4-5,406,6740.089806
buynhold_btc,406,9996.53865
grok-4,407,5456.861427
deepseek-chat-v3.1,407,10452.588066
claude-sonnet-4-5,407,6890.480827
buynhold_btc,407,9994.29345
gemini-2.5-pro,407,4375.992882
qwen3-max,407,12201.847253
gpt-5,407,3734.381971
grok-4,407,5455.549358
