,authorid,preferred_name,institution,position,department,start,end,city,country,institution_map
18134,~Hagay_Michaeli1,True,"Technion - Israel Institute of Technology, Technion - Israel Institute of Technology",PhD student,,2021.0,,,IL,"Computer Science Department, Technion - Israel Institute of Technology"
18135,~Peng_Chen19,True,Zhejiang University,PhD student,,2024.0,,,CN,Zhejiang University
18136,~Alex_Tamkin1,True,Anthropic,Researcher,,2023.0,,,,Anthropic
18137,~Aniello_Panariello1,True,University of Modena and Reggio Emilia,PhD student,,2022.0,2025.0,,IT,University of Modena and Reggio Emilia
18138,~Alessandro_Laio1,True,SISSA/ISAS,Full Professor,,2014.0,,,,SISSA/ISAS
18139,~Yu-Gang_Jiang1,,Fudan University,Full Professor,,2015.0,,,CN,Fudan University
18140,~Sijie_Zhu1,True,ByteDance,Researcher,,2022.0,,,US,ByteDance Inc.
18141,~Luoxuan_Peng1,True,Università degli Studi di Modena e Reggio Emilia,PhD student,,2024.0,,,IT,University of Modena and Reggio Emilia
18142,~Luoxuan_Peng1,True,Sun Yat-Sen University,Intern,,2023.0,2024.0,,CN,Sun Yat-sen University
18143,~Ethan_Hall1,True,Google,Software Engineer,,2018.0,,,,Google
18144,~Ilia_Shumailov1,False,Google DeepMind,Research Scientist,,2023.0,2030.0,,,Google
18146,~Tobias_Fischer3,True,Swiss Federal Institute of Technology,PhD student,,2020.0,2025.0,,CH,ETH Zurich
18147,~Tobias_Fischer3,True,Facebook,Intern,,2024.0,2024.0,,CH,Meta
18148,~Dmitrii_Feoktistov1,False,Yandex,Intern,,2024.0,,Moscow,RU,Yandex
18149,~Dmitrii_Feoktistov1,False,Lomonosov Moscow State University,MS student,,2024.0,2026.0,Moscow,RU,Lomonosov Moscow State University
18150,~Dmitrii_Feoktistov1,False,Lomonosov Moscow State University,Undergrad student,,2020.0,2024.0,Moscow,RU,Lomonosov Moscow State University
18151,~Kelly_O._Marshall1,True,New York University,PhD student,,2020.0,2025.0,,US,New York University
18152,~Yingxue_Zhang3,True,State University of New York at Binghamton,Assistant Professor,,2022.0,,Binghamton,US,"State University of New York, Buffalo"
18153,~Siheng_Chen1,True,Shanghai Jiao Tong University,Associate Professor,,2020.0,,Shanghai,CN,Shanghai Jiao Tong University
18154,~Hang_Zhou12,False,Huazhong University of Science and Technology,PhD student,,2021.0,2025.0,Wuhan,CN,Huazhong University of Science and Technology
18155,~Tim_Althoff2,,"Department of Computer Science, University of Washington",Assistant Professor,,2019.0,,,,University of Washington
18156,~Floor_Eijkelboom1,True,University of Amsterdam,PhD student,,2023.0,2027.0,,NL,University of Amsterdam
18157,~Li_Su4,True,University of Chinese Academy of Sciences,Full Professor,,2020.0,2040.0,Beijing,CN,University of Chinese Academy of Sciences
18158,~Georgia_Koppe1,True,"Heidelberg University, Ruprecht-Karls-Universität Heidelberg",Full Professor,,2024.0,,Heidelberg,DE,Heidelberg University
18159,~Georgia_Koppe1,True,Central Institute of Mental Health,Principal Researcher,,2018.0,,Mannheim,DE,Zentralinstitut für Seelische Gesundheit
18160,~Siyu_Song1,True,South China Normal University,Undergrad student,,2022.0,2026.0,,CN,Central China Normal University
18161,~Harry_Jake_Cunningham1,True,"University College London, University of London",PhD student,,2021.0,2025.0,London,GB,University College London
18162,~Yongjie_Xu2,True,Westlake University,PhD student,,2020.0,2025.0,Hangzhou,CN,Westlake University
18164,~Yixuan_Li12,True,City University of Hong Kong,PhD student,,2021.0,2025.0,Hong Kong,HK,City University of Hong Kong
18165,~Zhiyong_Yang1,False,University of the Chinese Academy of Sciences,Associate Professor,,2023.0,,Beijing,CN,University of Chinese Academy of Sciences
18166,~Yubin_Hu1,True,"Tsinghua University, Tsinghua University",PhD student,,2020.0,,Beijing,CN,"Tsinghua University, Beijing"
18167,~Zhenwei_Zhang2,True,"Tsinghua University, Tsinghua University",PhD student,,2020.0,2025.0,Beijing,CN,"Tsinghua University, Beijing"
18168,~Si-Yuan_Cao1,False,Zhejiang University,Assistant Professor,,2022.0,,Hangzhou,CN,Zhejiang University
18169,~Owen_Queen1,True,Stanford University,PhD student,,2024.0,,Stanford,US,Stanford University
18170,~Owen_Queen1,True,"Harvard Medical School, Harvard University",Researcher,,2022.0,2024.0,Boston,US,Harvard University
18171,~Haotian_Liu1,True,"Department of Computer Science, University of Wisconsin - Madison",PhD student,,2021.0,,,,University of Wisconsin - Madison
18172,~Hoyeon_Chang1,True,Korea Advanced Institute of Science & Technology,PhD student,,2024.0,,,,Korea Advanced Institute of Science and Technology
18173,~Hoyeon_Chang1,True,Korea Advanced Institute of Science & Technology,MS student,,2022.0,2024.0,,,Korea Advanced Institute of Science and Technology
18174,~RUIYU_MAO1,True,University of Texas at Dallas,PhD student,,2023.0,,Richardson,US,"University of Texas, Dallas"
18175,~Jiaying_Wu2,True,National University of Singapore,Postdoc,,2024.0,,Singapore,SG,National University of Singapore
18176,~Jiaying_Wu2,True,National University of Singapore,PhD student,,2020.0,2024.0,Singapore,SG,National University of Singapore
18177,~William_Brandon1,True,Massachusetts Institute of Technology,PhD student,,2022.0,,Cambridge,US,Massachusetts Institute of Technology
18178,~Kuat_Gazizov1,True,"University of California, Merced",PhD student,,2022.0,,Merced,US,"University of California, Merced"
18179,~Bike_Zhang1,True,"University of California, Berkeley",PhD student,,2020.0,2025.0,,,"University of California, Berkeley"
18182,~Ming_Lin4,True,Oracle,Principal Researcher,,2023.0,,Bellevue,US,Oracle
18183,~Feiyang_Xie1,True,Peking University,Undergrad student,,2021.0,2025.0,Beijing,CN,Peking University
18184,~Bing_Yang4,True,Westlake University,Postdoc,,2022.0,2024.0,Hangzhou,CN,Westlake University
18185,~Hongxiang_Gu1,True,Google,Researcher,,2019.0,,Mountain View,US,Google
18186,~Michael_Lingelbach1,True,Stanford University,PhD student,,2018.0,,,US,Stanford University
18188,~Jiarui_Meng1,True,Peking University,MS student,,2022.0,2025.0,,CN,Peking University
18189,~Kezhi_Mao1,True,Nanyang Technological University,Associate Professor,,2000.0,,Singapore,SG,Nanyang Technological University
18190,~Nesreen_K._Ahmed2,False,Cisco,Principal Researcher,,2024.0,,San Jose,US,Cisco
18191,~Tom_Blanchard1,True,"University of Toronto, University of Toronto",MS student,,2024.0,2026.0,Toronto,CA,University of Toronto
18192,~Tom_Blanchard1,True,CISPA Helmholtz Center for Information Security,Intern,,2024.0,2024.0,Sankt-Ingbert,,Helmholtz Center CISPA for Information Security
18193,~Bo_Hu3,True,University of Florida,PhD student,,2020.0,,,,University of Florida
18194,~RENCHUNZI_XIE1,True,Nanyang Technological University,PhD student,,2019.0,2024.0,,,Nanyang Technological University
18195,~Md_Yousuf_Harun1,True,Rochester Institute of Technology,PhD student,,2020.0,2026.0,Rochester,US,Rochester Institute of Technology
18196,~Maximilien_Servajean2,True,LIRMM,Assistant Professor,,2017.0,,,,LIRMM
18197,~Zhaoyang_Huang2,True,Avolution AI,Researcher,,2023.0,2025.0,Shenzhen,CN,Avolution AI
18198,~Shengchao_Hu1,True,Shanghai Jiao Tong University,PhD student,,2022.0,2027.0,,CN,Shanghai Jiao Tong University
18199,~Paolo_Morettin1,False,University of Trento,Assistant Professor,,2023.0,,,IT,University of Trento
18200,~Sukannya_Purkayastha1,True,Technische Universität Darmstadt,PhD student,,2022.0,2026.0,Darmstadt,DE,Technical University of Darmstadt
18201,~Miguel_Á._Carreira-Perpiñán2,False,"University of California, Merced",Full Professor,,2007.0,,Merced,US,"University of California, Merced"
18202,~Taha_Belkhouja1,True,Accenture,Researcher,,2024.0,,,US,Accenture
18203,~Taha_Belkhouja1,True,"Washington State University, Pullman",PhD student,,2019.0,2024.0,,US,Washington State University
18204,~Anuj_Mahajan1,True,Apple,Researcher,,2024.0,,,US,Apple
18205,~Anuj_Mahajan1,True,Amazon,Researcher,,2023.0,2024.0,,US,Amazon
18206,~Jian_Gao11,True,Northwest University Xi'an,PhD student,,2023.0,2026.0,Xi'an,CN,Northwest A&F University
18207,~Yuqi_Pan1,True,Harvard University,PhD student,,2024.0,,Boston ,US,Harvard University
18208,~Yuqi_Pan1,True,Peking University,Undergrad student,,2020.0,2024.0,Beijing,CN,Peking University
18209,~Han_Wei_Shen1,True,"Ohio State University, Columbus",Full Professor,,2012.0,2040.0,Columbus,US,The Ohio State University
18210,~Hanlin_Gu1,True,webank,Researcher,,2022.0,2025.0,Shenzhen,CN,WeBank
18212,~Jiawei_Chen16,True,Fudan University,MS student,,2022.0,2025.0,Shanghai,CN,Fudan University
18213,~Xiangyu_Zhang3,False,Purdue University,Full Professor,,2006.0,,arizona.edu,US,Purdue University
18214,~Dimosthenis_Karatzas1,False,Universitat Autònoma de Barcelona,Associate Professor,,2018.0,,Barcelona,ES,"Computer Vision Center, Universitat Autónoma de Barcelona"
18215,~Dimosthenis_Karatzas1,False,"Computer Vision Center, Universitat Autònoma de Barcelona",Associate Director,,2014.0,,Barcelona,ES,"Computer Vision Center, Universitat Autónoma de Barcelona"
18216,~Yingzhen_Yang1,True,Arizona State University,Assistant Professor,,2019.0,,Tempe,US,Arizona State University (ASU)
18217,~Vladimir_R_Kostic1,True,Istituto Italiano di Tecnologia,Researcher,,2023.0,,,IT,Istituto Italiano di Tecnologia
18218,~Vladimir_R_Kostic1,True,University of Novi Sad,Associate Professor,,2016.0,,,RS,University of Novi Sad
18219,~Yunlong_Feng3,True,Harbin Institute of Technology,PhD student,,2021.0,2025.0,,,Harbin Institute of Technology
18220,~Yaxiong_Chen2,True,Wuhan University of Technology,Full Professor,,2024.0,,Wuhan,CN,Wuhan University of Technology
18221,~Yaxiong_Chen2,True,Wuhan University of Technology,Associate Professor,,2021.0,2024.0,Wuhan,CN,Wuhan University of Technology
18222,~Leah_Hope_Ajmani1,True,University of Minnesota - Twin Cities,PhD student,,2021.0,,,,University of Minnesota
18223,~Wenrong_Wu1,True,University of North Carolina at Chapel Hill,MS student,,2023.0,2024.0,Chapel Hill,US,University of North Carolina at Chapel Hill
18224,~Saleh_Ashkboos1,True,Swiss Federal Institute of Technology,PhD student,,2021.0,,Zurich,CH,ETH Zurich
18225,~Huanling_Liu1,True,Xi'an University of Electronic Science and Technology,MS student,,2022.0,2025.0,,,University of Electronic Science and Technology of China
18227,~Nazar_Buzun1,True,Skolkovo Institute of Science and Technology (I am no longer affiliated with this company),Researcher,,2018.0,2025.0,Moscow,RU,The Skolkovo Institute of Science and Technology
18228,~Yuyang_Zhang4,True,"Harvard University, Harvard University",PhD student,,2022.0,,,US,Harvard University
18229,~Dang_Nguyen2,True,Google,Intern,,2024.0,,Los Angeles,US,Google
18230,~Dang_Nguyen2,True,"University of California, Los Angeles",PhD student,,2023.0,2029.0,Los Angeles,US,"University of California, Los Angeles"
18231,~William_Gao1,False,University of Chicago,PhD student,,2021.0,,Chicago,US,University of Chicago
18232,~William_Gao1,False,Meta Reality Labs,Research Intern,,2024.0,2024.0,Burlingame,US,Meta
18233,~William_Gao1,False,NVIDIA,Research Intern,,2023.0,2024.0,Santa Clara,US,NVIDIA
18234,~Fan_Zhou7,True,Shanghai University of Finance and Economics,Associate Professor,,2019.0,,Shanghai,CN,Shanghai University of Finance and Economics
18236,~Nicolas_Lanzetti1,True,ETHZ - ETH Zurich,PhD student,,2019.0,2025.0,,CH,ETH Zurich
18237,~Kumar_Krishna_Agrawal1,True,"University of California Berkeley, USA",PhD student,,2019.0,,,,"University of California, Berkeley"
18238,~Jiacheng_Ye2,True,University of Hong Kong,PhD student,,2022.0,2026.0,,HK,University of Hong Kong
18239,~Yonghao_Du1,True,National University of Defense Technology,Associate Professor,,2021.0,,,,National University of Defense Technology
18240,~Yuqi_Zhu2,True,Zhejiang University,PhD student,,2023.0,2028.0,,CN,Zhejiang University
18241,~Bohong_Wu1,False,Shanghai Jiao Tong University,MS student,,2020.0,,Shanghai,CN,Shanghai Jiao Tong University
18242,~Minlie_Huang1,True,"Tsinghua University, Tsinghua University",Full Professor,,2022.0,2099.0,Beijing,CN,"Tsinghua University, Beijing"
18244,~Elias_Stengel-Eskin1,True,University of North Carolina at Chapel Hill,Postdoc,,2023.0,2025.0,Chapel Hill,US,University of North Carolina at Chapel Hill
18246,~Haiquan_Lu1,True,Nankai University,Undergrad student,,2021.0,2025.0,Tianjin,CN,Nankai University
18247,~Dian_Jiao3,True,Tencent,Researcher,,2019.0,,,,Tencent
18248,~Yasutoshi_Ida1,False,NTT,Researcher,,2014.0,,Musashino-shi,JP,NTT
18249,~Xiyuan_Zhang2,True,AWS,Applied Scientist,,2024.0,,Santa Clara,US,Amazon
18250,~Xiyuan_Zhang2,True,"University of California, San Diego",PhD student,,2020.0,2024.0,La Jolla,US,"University of California, San Diego"
18251,~Chang_Su7,True,Tsinghua University,PhD student,,2024.0,2029.0,,CN,"Tsinghua University, Beijing"
18252,~Chang_Su7,True,"Tsinghua University, Tsinghua University",Undergrad student,,2020.0,2024.0,,CN,"Tsinghua University, Beijing"
18253,~Jiayi_Wang7,True,University of Texas at Dallas,Assistant Professor,,2022.0,,College Station,US,"University of Texas, Dallas"
18254,~Jay_Nitin_Paranjape1,True,Johns Hopkins University,PhD student,,2023.0,,Baltimore,US,Johns Hopkins University
18255,~Haiji_Liang1,True,Zhejiang University,MS student,,2022.0,2025.0,,,Zhejiang University
18256,~Jiawei_Xu4,True,College of Computer Science,PhD student,,2023.0,2028.0,Tianjin,CN,College of Computer Science
18257,~Xiangwen_Liao1,,Fuzhou University,Full Professor,,2019.0,,Fuzhou,CN,Fuzhou University
18258,~Yilun_Kuang1,True,New York University,PhD student,,2023.0,2028.0,New York City,US,New York University
18259,~Ishan_S._Khare1,True,Stanford University,MS student,,2024.0,2026.0,Stanford,US,Stanford University
18260,~Ishan_S._Khare1,True,Stanford University,Undergrad student,,2021.0,2025.0,Stanford,US,Stanford University
18261,~Meng_Sun1,,Peking University,Full Professor,,2017.0,,Beijing,CN,Peking University
18263,~Ming_Zhong9,True,"Institute of Computing Technology, Chinese Academy of Sciences",Intern,,2024.0,2025.0,Beijing,CN,Institute of Computing Technology
18264,~Ming_Zhong9,True,"Institute of Computing Technology, Chinese Academy of Sciences",MS student,,2021.0,2024.0,Beijing,CN,Institute of Computing Technology
18266,~Sangwoo_Hong1,True,Seoul National University,Postdoc,,2024.0,2025.0,Seoul,KR,Seoul National University
18267,~Sangwoo_Hong1,True,Seoul National University,PhD student,,2020.0,2024.0,Seoul,KR,Seoul National University
18269,~Hao_Dong3,False,Peking University,Assistant Professor,,2019.0,2024.0,Beijing,CN,Peking University
18270,~Jay_Pujara1,False,University of Southern California,Associate Professor,,2024.0,,Marina del Rey,US,University of Southern California
18271,~Jay_Pujara1,False,University of Southern California,Assistant Professor,,2018.0,2024.0,Marina del Rey,US,University of Southern California
18273,~Zonglin_Li1,True,Harbin Institute of Technology,PhD student,,2019.0,2024.0,Harbin,CN,Harbin Institute of Technology
18275,~Maja_Pantic2,False,Imperial College London,Full Professor,,2010.0,,,GB,Imperial College London
18276,~Maja_Pantic2,False,Facebook,Research Lead,,2020.0,2024.0,,GB,Meta
18277,~Cheuk_Yin_Lin1,True,"Department of Computer Science, University of Wisconsin, Madison",PhD student,,2020.0,,,,University of Wisconsin - Madison
18278,~Viraj_Mehta1,True,Carnegie Mellon University,PhD student,,2019.0,,,,Carnegie Mellon University
18280,~Artyom_Sorokin1,True,Skolkovo Institute of Science and Technology,Researcher,,2024.0,2025.0,Moscow,RU,The Skolkovo Institute of Science and Technology
18281,~Artyom_Sorokin1,True,Artificial Intelligence Research Institute,Researcher,,2021.0,2025.0,Moscow,RU,Institute of AI for Industries
18282,~Julia_Gastinger1,True,Universität Mannheim,PhD student,,2022.0,2026.0,,DE,University of Mannheim
18283,~Julia_Gastinger1,True,Mila - Quebec Artificial Intelligence Institute,Intern,,2024.0,2024.0,,CA,Montreal Institute of Learning Algorithms
18284,~Julia_Gastinger1,True,NEC,Researcher,,2019.0,2024.0,,DE,"NEC Laboratories, America"
18285,~Lingjuan_Lyu1,False,Sony,Global Team Head,,2021.0,,Swiss,CH,"Sony Group Corporation, Tokyo"
18286,~Andre_Nakkab1,True,New York University,PhD student,,2023.0,,,US,New York University
18287,~Peter_Henderson1,False,Princeton University,Assistant Professor,,2024.0,,,,Princeton University
18288,~Jonas_Kulhanek1,True,Czech Technical University of Prague,PhD student,,2021.0,,,CZ,Czech Technical University in Prague
18289,~Jonas_Kulhanek1,True,Google,Intern,,2024.0,2025.0,,CH,Google
18290,~Jonas_Kulhanek1,True,"Department of Computer Science, ETHZ - ETH Zurich",Intern,,2024.0,2024.0,,CH,ETH Zurich
18291,~Sanghyeob_Song1,True,Seoul National University,PhD student,,2023.0,,,KR,Seoul National University
18292,~Deheng_Ye1,True,Tencent,Director,,2023.0,,,CN,Tencent
18293,~Deheng_Ye1,True,Tencent,Principal Researcher,,2022.0,,,CN,Tencent
18294,~Hui_Chen7,True,"Tsinghua University, Tsinghua University",Researcher,,2023.0,,Beijing,CN,"Tsinghua University, Beijing"
18295,~Cody_Hao_Yu1,True,"Anyscale, Inc",Staff Software Engineer,,2024.0,,,US,"Anyscale, Inc"
18296,~Cody_Hao_Yu1,True,"Boson AI, Inc",Founding Engineer,,2023.0,2024.0,,US,"Boson AI, Inc"
18297,~Landon_Butler1,True,"University of California, Berkeley",PhD student,,2022.0,,Berkeley,US,"University of California, Berkeley"
18298,~Sanjukta_Roy1,,Indian Statistical Institute,Assistant Professor,,2024.0,,Kolkata,IN,"Indian Statistical Institute, Kolkata"
18299,~Sanjukta_Roy1,,University of Leeds,Assistant Professor,,2024.0,2024.0,Leeds,GB,University of Leeds
18301,~Marcella_Cornia1,False,University of Modena and Reggio Emilia,Assistant Professor,,2022.0,2024.0,,IT,University of Modena and Reggio Emilia
18302,~Alexander_Soen1,True,RIKEN,Intern,,2024.0,,,,RIKEN
18303,~Alexander_Soen1,True,Australian National University,PhD student,,2021.0,,,,Australian National University
18304,~Chuyu_Fang1,True,Baidu,Researcher,,2024.0,,Beijing,CN,Baidu
18305,~Chuyu_Fang1,True,Beijing University of Aeronautics and Astronautics,MS student,,2021.0,2024.0,Beijing,CN,Beihang University
18306,~Xinhao_Liu1,True,New York University,PhD student,,2023.0,2028.0,,US,New York University
18307,~Chirag_Agarwal1,True,"University of Virginia, Charlottesville",Assistant Professor,,2024.0,,Charlottesville,US,University of Virginia
18308,~Chirag_Agarwal1,True,Harvard University,Postdoc,,2023.0,2024.0,,US,Harvard University
18309,~John_P_Agapiou1,False,Google,Research Engineer,,2014.0,,,,Google
18310,~Roberto_Colomboni1,True,Polytechnic University of Milan (POLIMI),Postdoc,,2024.0,,Milan,IT,Politecnico di Milano
18311,~Roberto_Colomboni1,True,University of Milan (UNIMI),PhD student,,2020.0,2024.0,Milan,IT,University of Milan
18312,~Roberto_Colomboni1,True,Italian Institute of Technology (IIT),PhD student,,2020.0,2024.0,Genova,IT,Istituto Italiano di Tecnologia
18313,~Omar_Benjelloun1,True,Google,Researcher,,2006.0,,,,Google
18314,~Jane-Ling_Wang1,False,"University of California, Davis",Full Professor,,1993.0,,,,"University of California, Davis"
18315,~Sihang_Zeng1,True,University of Washington,PhD student,,2023.0,2028.0,Seattle,US,University of Washington
18316,~Miro_A._Astore1,True,Simons Foundation,Postdoc,,2022.0,,,,Simons Foundation
18317,~Sugandha_Sharma1,True,NVIDIA,Researcher,,2024.0,,,US,NVIDIA
18318,~Sugandha_Sharma1,True,Massachusetts Institute of Technology,PhD student,,2018.0,2024.0,,US,Massachusetts Institute of Technology
18319,~Xinbing_Wang1,False,Shanghai Jiao Tong University,Full Professor,,2012.0,,,CN,Shanghai Jiao Tong University
18320,~Joshua_Batson1,,Anthropic,Researcher,,2023.0,,San Francisco,US,Anthropic
18321,~Enis_Simsar1,True,"Department of Computer Science, ETHZ - ETH Zurich",PhD student,,2022.0,,,CH,ETH Zurich
18322,~Justin_Singh_Kang1,True,"University of California, Berkeley",PhD student,,2021.0,2025.0,Berkeley,US,"University of California, Berkeley"
18323,~Zipeng_Zhong2,True,Zhejiang University,MS student,,2021.0,2024.0,,,Zhejiang University
18324,~hai_zhao1,True,Shanghai Jiao Tong University,Full Professor,,2017.0,,Shanghai,CN,Shanghai Jiao Tong University
18325,~Adam_Michael_Johansen1,True,University of Warwick,Full Professor,,2020.0,,Coventry,GB,University of Warwick
18326,~Qi_Wang30,True,Renmin University of China,PhD student,,2021.0,2025.0,Beijing,CN,Renmin University of China
18328,~Zicong_Hong1,True,Hong Kong Polytechnic University,PhD student,,2020.0,2024.0,,HK,Hong Kong Polytechnic University
18330,~Michalis_Karamousadakis1,True,Plaixus Ltd.,Principal Researcher,,2022.0,,Nicosia,CY,Plaixus Ltd.
18331,~Michalis_Karamousadakis1,True,TWI Hellas,Researcher,,2019.0,2024.0,Athens,GR,TWI Hellas
18332,~Yinan_Zheng1,True,"Tsinghua University, Tsinghua University",PhD student,,2023.0,,Beijing,CN,"Tsinghua University, Beijing"
18333,~Jamie_Callan1,False,Carnegie Mellon University,Full Professor,,1999.0,,,,Carnegie Mellon University
18334,~Sarah_Maria_Elisabeth_Bechtle1,True,DeepMind,Researcher,,2022.0,,,,Google
18335,~Zhuoran_Jin1,True,"Institute of Automation, Chinese Academy of Sciences",PhD student,,2021.0,2026.0,BeiJing,CN,University of Chinese Academy of Sciences
18336,~LI_GUOHUI2,True,University of Science and Technology of China,Associate Professor,,2023.0,2024.0,HEFEI,,University of Science and Technology of China
18337,~Keyi_Tang1,True,Borealis AI,Researcher,,2020.0,,,,Borealis AI
18338,~Jiantao_Zhou1,True,University of Macau,Full Professor,,2023.0,,Macao,MO,University of Macau
18339,~Can_Xu2,False,Microsoft,Researcher,,2017.0,2024.0,,US,Microsoft
18340,~Biao_Zhang5,True,KAUST,Postdoc,,2023.0,,,SA,King Abdullah University of Science and Technology
18341,~Yongjie_Ye1,False,ByteDance Inc.,Researcher,,2021.0,,Shanghai,CN,ByteDance Inc.
18342,~Hong_Chen9,True,"Tsinghua University, Tsinghua University",PhD student,,2020.0,2025.0,,CN,"Tsinghua University, Beijing"
18343,~Antonio_Lozano1,True,Netherlands Institute for Neuroscience,Postdoc,,2022.0,,,,Netherlands Institute for Neuroscience
18344,~Mang_Wang2,True,ByteDance Inc.,Principal Researcher,,2022.0,,Hang Zhou,CN,ByteDance Inc.
18345,~Canming_Ye1,True,Tsinghua University,MS student,,2024.0,2027.0,Beijing,CN,"Tsinghua University, Beijing"
18346,~Canming_Ye1,True,Southern University of Science and Technology,Undergrad student,,2020.0,2024.0,Shenzhen,CN,Southern University of Science and Technology
18347,~Yanzhao_Lai1,True,Southwest Jiaotong University,Assistant Professor,,2020.0,,,,Southwest Jiaotong University
18348,~Jize_Wang1,True,Shanghai Jiaotong University,PhD student,,2024.0,2028.0,,CN,Shanghai Jiao Tong University
18349,~Jize_Wang1,True,Shanghai Jiaotong University,MS student,,2022.0,2024.0,,CN,Shanghai Jiao Tong University
18350,~Omiros_Pantazis1,True,"University College London, University of London",PhD student,,2020.0,2024.0,,,University College London
18352,~Eduardo_Valle1,True,Valeo,Researcher,,2023.0,2025.0,Paris,FR,Valeo
18353,~Eduardo_Valle1,True,Universidade Estadual de Campinas,Assistant Professor,,2011.0,2024.0,Campinas,BR,Universidade Estadual de Campinas
18354,~Shaoshu_Yang1,True,"Institute of automation, Chinese academy of science, Chinese Academy of Sciences",PhD student,,2021.0,,Beijing,CN,"Institute of automation, Chinese academy of science, Chinese Academy of Sciences"
18355,~Lucius_E.J._Bynum1,True,New York University,PhD student,,2020.0,2025.0,,US,New York University
18356,~Haocheng_Feng1,False,Baidu,Technical Manager,,2021.0,,,CN,Baidu
18357,~Yueen_Ma2,True,University of North Carolina at Chapel Hill,Undergrad student,,2022.0,,Chapel Hill,US,University of North Carolina at Chapel Hill
18358,~Haocheng_Zhong1,True,South China University of Technology,MS student,,2022.0,,Guangzhou City,,South China University of Technology
18359,~Mingjie_Sun1,True,"School of Computer Science, Carnegie Mellon University",PhD student,,2019.0,2025.0,Pittsburgh,US,Carnegie Mellon University
18360,~Eliza_O'Reilly1,True,Johns Hopkins University,Assistant Professor,,2023.0,,,,Johns Hopkins University
18361,~Syrine_Belakaria1,True,Stanford University,Postdoc,,2023.0,2025.0,,US,Stanford University
18363,~Alexander_Binder2,False,Otto von Guericke University Magdeburg,Associate Professor,,2024.0,2025.0,,DE,Otto von Guericke University Magdeburg
18364,~Alexander_Binder2,False,Singapore Institute of Technology,Associate Professor,,2021.0,2024.0,,SG,Singapore Institute of Technology
18365,~Eileen_Pan1,True,Cornell University,Researcher,,2024.0,,Ithaca,US,Cornell University
18366,~Eileen_Pan1,True,Massachusetts Institute of Technology,PhD student,,2022.0,,Cambridge,US,Massachusetts Institute of Technology
18367,~Zhennan_Jiang1,True,Chinese academy of science,PhD student,,2024.0,2029.0,Peking,CN,"Institute of automation, Chinese academy of science, Chinese Academy of Sciences"
18368,~Siyuan_Li6,False,Westlake University & Zhejiang University,PhD student,,2021.0,2026.0,Nanjing,CN,Westlake University
18369,~Siyuan_Li6,False,BioMap Research,Intern,,2024.0,2025.0,Beijing,CN,BioMap Research
18370,~Siyuan_Li6,False,Alibaba Group,Intern,,2023.0,2024.0,Hangzhou,CN,Alibaba Group
18372,~Govind_Mittal1,True,New York University,PhD student,,2019.0,2025.0,New York,US,New York University
18373,~YI_SHENG_CHAN1,True,Apple,Researcher,,2021.0,,Cambridge,GB,Apple
18375,~Sifan_Yang2,True,Nanjing University,MS student,,2023.0,2025.0,Nanjing,CN,Nanjing University
18376,~Matt_MacDermott1,True,Mila - Quebec Artificial Intelligence Institute,Intern,,2024.0,2025.0,Montreal,CA,Montreal Institute of Learning Algorithms
18377,~Matt_MacDermott1,True,Imperial College London,PhD student,,2021.0,2025.0,London,GB,Imperial College London
18378,~Shiji_Song1,False,"Tsinghua University, Tsinghua University",Full Professor,,2006.0,,Beijing,CN,"Tsinghua University, Beijing"
18379,~Kangrui_Ruan1,True,Columbia University,PhD student,,2020.0,2024.0,New York,US,Columbia University
18380,~Kevin_Lu4,True,Rutgers University,PhD student,,2021.0,,New Brunswick,US,Rutgers University
18382,~Siqi_Cai3,True,National University of Singapore,Postdoc,,2019.0,2025.0,Singapore,SG,National University of Singapore
18383,~Alexandru_Meterez1,True,"School of Engineering and Applied Sciences, Harvard University",PhD student,,2024.0,,,US,Harvard University
18384,~Alexandru_Meterez1,True,"Max Planck Institute for Intelligent Systems, Max-Planck Institute",Intern,,2023.0,2024.0,,DE,Max Planck Institute for Software Systems
18385,~Jianbin_Jiao1,,University of the Chinese Academy of Sciences,Full Professor,,2005.0,,Beijing,CN,University of Chinese Academy of Sciences
18386,~Victor_Wai_Kin_Chan1,False,"Shenzhen International Graduate School, Tsinghua University",Full Professor,,2017.0,,,CN,"Tsinghua University, Beijing"
18387,~Patrick_Loiseau1,True,Inria,Research scientist,,2018.0,,,FR,"Inria, Paris"
18388,~Arkabandhu_Chowdhury1,False,Meta (Facebook),Research Scientist,,2022.0,,Menlo Park,US,Meta
18389,~Dongmei_Wang3,True,Microsoft,Researcher,,2019.0,,Redmond,US,Microsoft
18390,~Qihui_Yang1,True,"University of California, San Diego",MS student,,2024.0,2026.0,La Jolla,US,"University of California, San Diego"
18391,~Qihui_Yang1,True,The Chinese University of Hong Kong,Intern,,2024.0,2024.0,Hong Kong SAR,HK,Chinese University of Hong Kong
18392,~Xuanyi_Liu3,False,Peking University,PhD student,,2024.0,,,CN,Peking University
18393,~Xuanyi_Liu3,False,Nanyang Technological University,Researcher,,2023.0,2024.0,,SG,Nanyang Technological University
18394,~MingZhi_Li1,True,Tianjin University,MS student,,2024.0,2027.0,Tianjin,CN,Tianjin University of Technology
18395,~MingZhi_Li1,True,Hebei University of Technology,Undergrad student,,2020.0,2024.0,Tianjin,CN,Hebei University of Science and Technology
