kind,subtype,subcategory,company,period,works,citations,work_id,title
subcat-quarter,planning-reasoning,search-exploration,,2023-Q1,19,,,
subcat-quarter,planning-reasoning,search-exploration,,2023-Q2,29,,,
subcat-quarter,planning-reasoning,search-exploration,,2023-Q3,40,,,
subcat-quarter,planning-reasoning,search-exploration,,2023-Q4,78,,,
subcat-quarter,planning-reasoning,search-exploration,,2024-Q1,165,,,
subcat-quarter,planning-reasoning,search-exploration,,2024-Q2,147,,,
subcat-quarter,planning-reasoning,search-exploration,,2024-Q3,137,,,
subcat-quarter,planning-reasoning,search-exploration,,2024-Q4,248,,,
subcat-quarter,planning-reasoning,search-exploration,,2025-Q1,576,,,
subcat-quarter,planning-reasoning,search-exploration,,2025-Q2,592,,,
subcat-quarter,planning-reasoning,search-exploration,,2025-Q3,715,,,
subcat-quarter,planning-reasoning,search-exploration,,2025-Q4,1154,,,
subcat-quarter,planning-reasoning,search-exploration,,2026-Q1,1939,,,
subcat-quarter,planning-reasoning,search-exploration,,2026-Q2,2400,,,
subcat-quarter,planning-reasoning,search-exploration,,2026-Q3,2,,,
subcat-quarter,tool-use,other,,2023-Q1,1,,,
subcat-quarter,tool-use,other,,2023-Q2,2,,,
subcat-quarter,tool-use,other,,2023-Q4,2,,,
subcat-quarter,tool-use,other,,2024-Q1,8,,,
subcat-quarter,tool-use,other,,2024-Q2,8,,,
subcat-quarter,tool-use,other,,2024-Q3,7,,,
subcat-quarter,tool-use,other,,2024-Q4,11,,,
subcat-quarter,tool-use,other,,2025-Q1,25,,,
subcat-quarter,tool-use,other,,2025-Q2,24,,,
subcat-quarter,tool-use,other,,2025-Q3,34,,,
subcat-quarter,tool-use,other,,2025-Q4,43,,,
subcat-quarter,tool-use,other,,2026-Q1,57,,,
subcat-quarter,tool-use,other,,2026-Q2,88,,,
subcat-quarter,tool-use,skill-learning,,2023-Q2,1,,,
subcat-quarter,tool-use,skill-learning,,2023-Q4,1,,,
subcat-quarter,tool-use,skill-learning,,2024-Q1,2,,,
subcat-quarter,tool-use,skill-learning,,2024-Q2,1,,,
subcat-quarter,tool-use,skill-learning,,2024-Q3,1,,,
subcat-quarter,tool-use,skill-learning,,2024-Q4,1,,,
subcat-quarter,tool-use,skill-learning,,2025-Q1,5,,,
subcat-quarter,tool-use,skill-learning,,2025-Q2,8,,,
subcat-quarter,tool-use,skill-learning,,2025-Q3,3,,,
subcat-quarter,tool-use,skill-learning,,2025-Q4,3,,,
subcat-quarter,tool-use,skill-learning,,2026-Q1,25,,,
subcat-quarter,tool-use,skill-learning,,2026-Q2,51,,,
subcat-quarter,tool-use,tool-benchmarks,,2022-Q3,1,,,
subcat-quarter,tool-use,tool-benchmarks,,2023-Q1,1,,,
subcat-quarter,tool-use,tool-benchmarks,,2023-Q2,3,,,
subcat-quarter,tool-use,tool-benchmarks,,2023-Q3,1,,,
subcat-quarter,tool-use,tool-benchmarks,,2023-Q4,1,,,
subcat-quarter,tool-use,tool-benchmarks,,2024-Q1,6,,,
subcat-quarter,tool-use,tool-benchmarks,,2024-Q2,7,,,
subcat-quarter,tool-use,tool-benchmarks,,2024-Q3,8,,,
subcat-quarter,tool-use,tool-benchmarks,,2024-Q4,10,,,
subcat-quarter,tool-use,tool-benchmarks,,2025-Q1,34,,,
subcat-quarter,tool-use,tool-benchmarks,,2025-Q2,35,,,
subcat-quarter,tool-use,tool-benchmarks,,2025-Q3,38,,,
subcat-quarter,tool-use,tool-benchmarks,,2025-Q4,76,,,
subcat-quarter,tool-use,tool-benchmarks,,2026-Q1,247,,,
subcat-quarter,tool-use,tool-benchmarks,,2026-Q2,300,,,
subcat-quarter,tool-use,tool-integrated-reasoning,,2023-Q1,6,,,
subcat-quarter,tool-use,tool-integrated-reasoning,,2023-Q2,5,,,
subcat-quarter,tool-use,tool-integrated-reasoning,,2023-Q3,7,,,
subcat-quarter,tool-use,tool-integrated-reasoning,,2023-Q4,25,,,
subcat-quarter,tool-use,tool-integrated-reasoning,,2024-Q1,48,,,
subcat-quarter,tool-use,tool-integrated-reasoning,,2024-Q2,49,,,
subcat-quarter,tool-use,tool-integrated-reasoning,,2024-Q3,50,,,
subcat-quarter,tool-use,tool-integrated-reasoning,,2024-Q4,79,,,
subcat-quarter,tool-use,tool-integrated-reasoning,,2025-Q1,157,,,
subcat-quarter,tool-use,tool-integrated-reasoning,,2025-Q2,179,,,
subcat-quarter,tool-use,tool-integrated-reasoning,,2025-Q3,245,,,
subcat-quarter,tool-use,tool-integrated-reasoning,,2025-Q4,359,,,
subcat-quarter,tool-use,tool-integrated-reasoning,,2026-Q1,525,,,
subcat-quarter,tool-use,tool-integrated-reasoning,,2026-Q2,622,,,
subcat-quarter,tool-use,tool-integrated-reasoning,,2026-Q4,3,,,
subcat-quarter,tool-use,tool-selection-retrieval,,2023-Q2,1,,,
subcat-quarter,tool-use,tool-selection-retrieval,,2023-Q4,2,,,
subcat-quarter,tool-use,tool-selection-retrieval,,2024-Q1,6,,,
subcat-quarter,tool-use,tool-selection-retrieval,,2024-Q2,2,,,
subcat-quarter,tool-use,tool-selection-retrieval,,2024-Q3,3,,,
subcat-quarter,tool-use,tool-selection-retrieval,,2024-Q4,7,,,
subcat-quarter,tool-use,tool-selection-retrieval,,2025-Q1,15,,,
subcat-quarter,tool-use,tool-selection-retrieval,,2025-Q2,9,,,
subcat-quarter,tool-use,tool-selection-retrieval,,2025-Q3,15,,,
subcat-quarter,tool-use,tool-selection-retrieval,,2025-Q4,48,,,
subcat-quarter,tool-use,tool-selection-retrieval,,2026-Q1,38,,,
subcat-quarter,tool-use,tool-selection-retrieval,,2026-Q2,82,,,
subcat-quarter,tool-use,workflow-automation,,2023-Q1,5,,,
subcat-quarter,tool-use,workflow-automation,,2023-Q2,2,,,
subcat-quarter,tool-use,workflow-automation,,2023-Q3,12,,,
subcat-quarter,tool-use,workflow-automation,,2023-Q4,18,,,
subcat-quarter,tool-use,workflow-automation,,2024-Q1,45,,,
subcat-quarter,tool-use,workflow-automation,,2024-Q2,40,,,
subcat-quarter,tool-use,workflow-automation,,2024-Q3,39,,,
subcat-quarter,tool-use,workflow-automation,,2024-Q4,88,,,
subcat-quarter,tool-use,workflow-automation,,2025-Q1,166,,,
subcat-quarter,tool-use,workflow-automation,,2025-Q2,173,,,
subcat-quarter,tool-use,workflow-automation,,2025-Q3,202,,,
subcat-quarter,tool-use,workflow-automation,,2025-Q4,274,,,
subcat-quarter,tool-use,workflow-automation,,2026-Q1,414,,,
subcat-quarter,tool-use,workflow-automation,,2026-Q2,481,,,
subcat-quarter,tool-use,workflow-automation,,2026-Q3,1,,,
company-subtype,agent-evaluation,,AMD,,2,1,,
company-subtype,autonomous-agents,,AMD,,2,1,,
company-subtype,planning-reasoning,,AMD,,1,0,,
company-subtype,agent-evaluation,,Accenture,,5,0,,
company-subtype,agent-safety,,Accenture,,2,0,,
company-subtype,autonomous-agents,,Accenture,,5,11,,
company-subtype,planning-reasoning,,Accenture,,4,11,,
company-subtype,tool-use,,Accenture,,3,11,,
company-subtype,agent-evaluation,,Adobe,,15,6,,
company-subtype,agent-memory,,Adobe,,3,1,,
company-subtype,agentic-retrieval,,Adobe,,9,13,,
company-subtype,autonomous-agents,,Adobe,,11,4,,
company-subtype,multi-agent,,Adobe,,6,14,,
company-subtype,orchestration,,Adobe,,2,0,,
company-subtype,planning-reasoning,,Adobe,,8,0,,
company-subtype,tool-use,,Adobe,,2,0,,
company-subtype,agent-evaluation,,Databricks,,1,0,,
company-subtype,autonomous-agents,,Databricks,,1,0,,
company-subtype,agent-evaluation,,Dell Technologies,,4,11,,
company-subtype,agentic-retrieval,,Dell Technologies,,1,11,,
company-subtype,autonomous-agents,,Dell Technologies,,4,11,,
company-subtype,orchestration,,Dell Technologies,,1,0,,
company-subtype,planning-reasoning,,Dell Technologies,,2,11,,
company-subtype,agent-safety,,Hewlett Packard Enterprise,,1,0,,
company-subtype,orchestration,,Hewlett Packard Enterprise,,1,0,,
company-subtype,agent-evaluation,,Hugging Face,,1,31,,
company-subtype,agentic-retrieval,,Hugging Face,,1,0,,
company-subtype,autonomous-agents,,Hugging Face,,2,31,,
company-subtype,planning-reasoning,,Hugging Face,,2,31,,
company-subtype,agent-evaluation,,IBM,,42,705,,
company-subtype,agent-memory,,IBM,,8,1,,
company-subtype,agent-safety,,IBM,,4,0,,
company-subtype,agentic-other,,IBM,,1,0,,
company-subtype,agentic-retrieval,,IBM,,3,1,,
company-subtype,autonomous-agents,,IBM,,25,599,,
company-subtype,embodied,,IBM,,2,9,,
company-subtype,multi-agent,,IBM,,8,75,,
company-subtype,orchestration,,IBM,,5,2,,
company-subtype,planning-reasoning,,IBM,,29,152,,
company-subtype,tool-use,,IBM,,20,696,,
company-subtype,agent-evaluation,,Intel,,9,4,,
company-subtype,agentic-retrieval,,Intel,,2,2,,
company-subtype,autonomous-agents,,Intel,,4,3,,
company-subtype,multi-agent,,Intel,,2,2,,
company-subtype,orchestration,,Intel,,1,2,,
company-subtype,planning-reasoning,,Intel,,5,1,,
company-subtype,tool-use,,Intel,,2,1,,
company-subtype,agent-evaluation,,NVIDIA,,17,23,,
company-subtype,agent-memory,,NVIDIA,,1,6,,
company-subtype,agent-safety,,NVIDIA,,2,5,,
company-subtype,agentic-other,,NVIDIA,,1,3,,
company-subtype,agentic-retrieval,,NVIDIA,,4,82,,
company-subtype,autonomous-agents,,NVIDIA,,16,193,,
company-subtype,embodied,,NVIDIA,,3,174,,
company-subtype,multi-agent,,NVIDIA,,7,16,,
company-subtype,orchestration,,NVIDIA,,2,0,,
company-subtype,planning-reasoning,,NVIDIA,,11,187,,
company-subtype,tool-use,,NVIDIA,,6,189,,
company-subtype,agent-evaluation,,Oracle,,5,0,,
company-subtype,agent-memory,,Oracle,,1,0,,
company-subtype,autonomous-agents,,Oracle,,1,0,,
company-subtype,multi-agent,,Oracle,,2,0,,
company-subtype,orchestration,,Oracle,,2,0,,
company-subtype,planning-reasoning,,Oracle,,2,0,,
company-subtype,agent-evaluation,,Perplexity,,2,0,,
company-subtype,autonomous-agents,,Perplexity,,2,0,,
company-subtype,planning-reasoning,,Perplexity,,2,0,,
company-subtype,tool-use,,Perplexity,,2,0,,
company-subtype,agent-evaluation,,Qualcomm,,5,10,,
company-subtype,agentic-retrieval,,Qualcomm,,2,4,,
company-subtype,autonomous-agents,,Qualcomm,,3,14,,
company-subtype,multi-agent,,Qualcomm,,1,0,,
company-subtype,planning-reasoning,,Qualcomm,,3,10,,
company-subtype,tool-use,,Qualcomm,,2,10,,
company-subtype,agent-evaluation,,Red Hat,,1,0,,
company-subtype,multi-agent,,Red Hat,,1,0,,
company-subtype,agent-evaluation,,SAP,,4,2,,
company-subtype,autonomous-agents,,SAP,,3,2,,
company-subtype,planning-reasoning,,SAP,,2,0,,
company-subtype,tool-use,,SAP,,1,0,,
company-subtype,agent-evaluation,,Salesforce,,11,15,,
company-subtype,agent-memory,,Salesforce,,1,9,,
company-subtype,agentic-retrieval,,Salesforce,,8,20,,
company-subtype,autonomous-agents,,Salesforce,,5,14,,
company-subtype,multi-agent,,Salesforce,,1,0,,
company-subtype,orchestration,,Salesforce,,1,0,,
company-subtype,planning-reasoning,,Salesforce,,6,10,,
company-subtype,tool-use,,Salesforce,,3,1,,
company-subtype,agent-evaluation,,SambaNova,,1,0,,
company-subtype,autonomous-agents,,SambaNova,,1,0,,
company-subtype,planning-reasoning,,SambaNova,,1,0,,
company-subtype,agent-memory,,ServiceNow,,2,0,,
company-subtype,agentic-retrieval,,ServiceNow,,2,0,,
company-subtype,autonomous-agents,,ServiceNow,,2,0,,
company-subtype,planning-reasoning,,ServiceNow,,2,0,,
company-subtype,agent-evaluation,,Siemens,,7,9,,
company-subtype,agentic-retrieval,,Siemens,,2,0,,
company-subtype,autonomous-agents,,Siemens,,4,0,,
company-subtype,multi-agent,,Siemens,,3,2,,
company-subtype,orchestration,,Siemens,,3,0,,
company-subtype,planning-reasoning,,Siemens,,3,9,,
company-subtype,tool-use,,Siemens,,4,7,,
top-paper,agent-evaluation,empirical-studies,,,,1457,W4387835442,Generative Agents: Interactive Simulacra of Human Behavior
top-paper,agent-evaluation,benchmarks-environments,,,,157,W4385965642,AIKernel Semantic DSL Compiler and Deterministic Agent Execution Architecture
top-paper,agent-evaluation,domain-case-studies,,,,139,W4405079446,LLM-based agentic systems in medicine and healthcare
top-paper,agent-evaluation,surveys-position,,,,1156,W4393065402,A survey on large language model based autonomous agents
top-paper,agent-evaluation,other,,,,19,W4405219087,Exploration of LLM Multi-Agent Application Implementation Based on LangGraph+CrewAI
top-paper,agent-evaluation,evaluation-methodology,,,,9,W6910713234,"AI Agents: Evolution, Architecture, and Real-World Applications"
top-paper,agent-memory,experience-learning,,,,1457,W4387835442,Generative Agents: Interactive Simulacra of Human Behavior
top-paper,agent-memory,context-management,,,,44,W4387636003,MemGPT: Towards LLMs as Operating Systems
top-paper,agent-memory,memory-architectures,,,,59,W4386528753,Cognitive Architectures for Language Agents
top-paper,agent-memory,other,,,,138,W4402473949,Generative AI Agents With Large Language Model for Satellite Networks via a Mixture of Experts Transmission
top-paper,agent-memory,graph-memory,,,,10,W4412889788,Agentic Reasoning: A Streamlined Framework for Enhancing LLM Reasoning with Agentic Tools
top-paper,agent-memory,memory-benchmarks,,,,73,W4412203333,A Survey on the Memory Mechanism of Large Language Model-based Agents
top-paper,agent-memory,personalization,,,,5,W4414799041,A Comprehensive Survey on Large-Language-Model-Based Agents for Education
top-paper,agent-safety,safety-evaluation,,,,31,W4401415471,Plug in the Safety Chip: Enforcing Constraints for LLM-driven Robot Agents
top-paper,agent-safety,governance-control,,,,14,W4409316940,"Advances and Challenges in Foundation Agents: From Brain-Inspired Intelligence to Evolutionary, Collaborative, and Safe Systems"
top-paper,agent-safety,prompt-injection-jailbreaks,,,,72,W4386033770,An Attacker’s Dream? Exploring the Capabilities of ChatGPT for Developing Malware
top-paper,agent-safety,poisoning-supply-chain,,,,23,W4415800619,AgentPoison: Red-teaming LLM Agents via Poisoning Memory or Knowledge Bases
top-paper,agent-safety,privacy-confidentiality,,,,48,W4392449489,PrivacyAsst: Safeguarding User Privacy in Tool-Using Large Language Model Agents
top-paper,agent-safety,other,,,,10,W4410316666,Multiagent AI Systems in Health Care: Envisioning Next-Generation Intelligence
top-paper,agentic-other,unclassified,,,,55,W4416209823,"Agentic AI: a comprehensive survey of architectures, applications, and future directions"
top-paper,agentic-retrieval,other,,,,252,W4386794445,The Rise and Potential of Large Language Model Based Agents: A Survey
top-paper,agentic-retrieval,agentic-rag,,,,91,W4411005431,Biomni: A General-Purpose Biomedical AI Agent
top-paper,agentic-retrieval,deep-research,,,,90,W4404641323,An automatic end-to-end chemical synthesis development platform powered by large language models
top-paper,agentic-retrieval,domain-assistants,,,,437,W4394828156,ChatGPT for Robotics: Design Principles and Model Abilities
top-paper,agentic-retrieval,structured-knowledge,,,,90,W4405599065,SciAgents: Automating Scientific Discovery Through Bioinspired Multi‐Agent Intelligent Graph Reasoning
top-paper,autonomous-agents,enterprise-domain,,,,437,W4394828156,ChatGPT for Robotics: Design Principles and Model Abilities
top-paper,autonomous-agents,science-discovery,,,,581,W4396723768,Augmenting large language models with chemistry tools
top-paper,autonomous-agents,coding-software,,,,182,W4399557965,Self-Collaboration Code Generation via ChatGPT
top-paper,autonomous-agents,agent-training,,,,31,W4319322519,Grounding Large Language Models in Interactive Environments with Online Reinforcement Learning
top-paper,autonomous-agents,personal-social,,,,1457,W4387835442,Generative Agents: Interactive Simulacra of Human Behavior
top-paper,autonomous-agents,other,,,,1156,W4393065402,A survey on large language model based autonomous agents
top-paper,autonomous-agents,computer-web-use,,,,32,W4401856679,AutoWebGLM: A Large Language Model-based Web Navigating Agent
top-paper,embodied,manipulation-control,,,,437,W4394828156,ChatGPT for Robotics: Design Principles and Model Abilities
top-paper,embodied,simulation-worlds,,,,198,W4378505261,Voyager: An Open-Ended Embodied Agent with Large Language Models
top-paper,embodied,navigation,,,,139,W4393154152,NavGPT: Explicit Reasoning in Vision-and-Language Navigation with Large Language Models
top-paper,embodied,human-robot-interaction,,,,15,W4408954391,EmBARDiment: an Embodied AI Agent for Productivity in XR
top-paper,embodied,other,,,,26,W4389010438,"FurChat: An Embodied Conversational Agent using LLMs, Combining Open and Closed-Domain Dialogue with Facial Expressions"
top-paper,embodied,autonomous-driving,,,,21,W4411599731,Embodied AI-Enhanced Vehicular Networks: An Integrated Vision Language Models and Reinforcement Learning Method
top-paper,multi-agent,domain-mas,,,,267,W4403203873,"A survey on LLM-based multi-agent systems: workflow, infrastructure, and challenges"
top-paper,multi-agent,collaboration-frameworks,,,,182,W4399557965,Self-Collaboration Code Generation via ChatGPT
top-paper,multi-agent,agent-societies,,,,252,W4386794445,The Rise and Potential of Large Language Model Based Agents: A Survey
top-paper,multi-agent,debate-consensus,,,,199,W4404782209,Encouraging Divergent Thinking in Large Language Models through Multi-Agent Debate
top-paper,multi-agent,mas-efficiency-robustness,,,,11,W6910824972,Why Do Multi-Agent LLM Systems Fail?
top-paper,multi-agent,other,,,,6,W4405033705,Generating AI Literacy MCQs: A Multi-Agent LLM Approach
top-paper,orchestration,frameworks-runtimes,,,,157,W4385965642,AIKernel Semantic DSL Compiler and Deterministic Agent Execution Architecture
top-paper,orchestration,enterprise-architecture,,,,25,W4409965657,Toward Robust Security Orchestration and Automated Response in Security Operations Centers with a Hyper-Automation Approach Using Agentic Artificial Intelligence
top-paper,orchestration,protocols,,,,28,W4409562197,"A Survey on Model Context Protocol: Architecture, State-of-the-art, Challenges and Future Directions"
top-paper,orchestration,efficiency-economics,,,,1,W4417266660,Efficient and Scalable Agentic AI with Heterogeneous Systems
top-paper,orchestration,other,,,,2,W4415164160,LLM-Based Human-Agent Collaboration and Interaction Systems: A Survey
top-paper,orchestration,observability-ops,,,,0,W7163595539,Early Diagnosis of Wasted Computation in Multi-Agent LLM Systems via Failure-Aware Observability
top-paper,planning-reasoning,search-exploration,,,,1457,W4387835442,Generative Agents: Interactive Simulacra of Human Behavior
top-paper,planning-reasoning,hierarchical-planning,,,,161,W4221152848,Language Models as Zero-Shot Planners: Extracting Actionable Knowledge for Embodied Agents
top-paper,planning-reasoning,other,,,,88,W4378509427,Improving Factuality and Reasoning in Language Models through Multiagent Debate
top-paper,planning-reasoning,rl-post-training,,,,138,W4402473949,Generative AI Agents With Large Language Model for Satellite Networks via a Mixture of Experts Transmission
top-paper,planning-reasoning,neuro-symbolic,,,,63,W4372283945,Principle-Driven Self-Alignment of Language Models from Scratch with Minimal Human Supervision
top-paper,planning-reasoning,reflection-self-correction,,,,269,W4353112996,Reflexion: Language Agents with Verbal Reinforcement Learning
top-paper,planning-reasoning,applied-optimization,,,,34,W4399146196,FinRobot: An Open-Source AI Agent Platform for Financial Applications using Large Language Models
top-paper,tool-use,tool-integrated-reasoning,,,,581,W4396723768,Augmenting large language models with chemistry tools
top-paper,tool-use,workflow-automation,,,,437,W4394828156,ChatGPT for Robotics: Design Principles and Model Abilities
top-paper,tool-use,tool-benchmarks,,,,78,W4389518608,API-Bank: A Comprehensive Benchmark for Tool-Augmented LLMs
top-paper,tool-use,other,,,,73,W4401414087,AutoTAMP: Autoregressive Task and Motion Planning with LLMs as Translators and Checkers
top-paper,tool-use,tool-selection-retrieval,,,,31,W4408529625,Large language model agents can use tools to perform clinical calculations
top-paper,tool-use,skill-learning,,,,6,W4388585504,LLaVA-Plus: Learning to Use Tools for Creating Multimodal Agents
