skill,tier,year,month,date,postings
Reasoning Systems,dialogue_reasoning,2021,2,2021-02-01,1
Reasoning Systems,dialogue_reasoning,2021,3,2021-03-01,3
Reasoning Systems,dialogue_reasoning,2021,6,2021-06-01,1
Reasoning Systems,dialogue_reasoning,2021,8,2021-08-01,1
Reasoning Systems,dialogue_reasoning,2021,9,2021-09-01,2
Reasoning Systems,dialogue_reasoning,2021,12,2021-12-01,2
Reasoning Systems,dialogue_reasoning,2022,2,2022-02-01,5
Reasoning Systems,dialogue_reasoning,2022,3,2022-03-01,5
Reasoning Systems,dialogue_reasoning,2022,4,2022-04-01,1
Reasoning Systems,dialogue_reasoning,2022,5,2022-05-01,2
Reasoning Systems,dialogue_reasoning,2022,6,2022-06-01,4
Reasoning Systems,dialogue_reasoning,2022,8,2022-08-01,3
Reasoning Systems,dialogue_reasoning,2022,9,2022-09-01,5
Reasoning Systems,dialogue_reasoning,2022,10,2022-10-01,3
Reasoning Systems,dialogue_reasoning,2022,11,2022-11-01,1
Reasoning Systems,dialogue_reasoning,2022,12,2022-12-01,1
Reasoning Systems,dialogue_reasoning,2023,1,2023-01-01,3
Reasoning Systems,dialogue_reasoning,2023,2,2023-02-01,9
Reasoning Systems,dialogue_reasoning,2023,3,2023-03-01,1
Reasoning Systems,dialogue_reasoning,2023,4,2023-04-01,1
Reasoning Systems,dialogue_reasoning,2023,5,2023-05-01,1
Reasoning Systems,dialogue_reasoning,2023,6,2023-06-01,9
Reasoning Systems,dialogue_reasoning,2023,7,2023-07-01,6
Reasoning Systems,dialogue_reasoning,2023,8,2023-08-01,2
Reasoning Systems,dialogue_reasoning,2023,11,2023-11-01,2
Reasoning Systems,dialogue_reasoning,2024,1,2024-01-01,5
Reasoning Systems,dialogue_reasoning,2024,2,2024-02-01,5
Reasoning Systems,dialogue_reasoning,2024,3,2024-03-01,8
Reasoning Systems,dialogue_reasoning,2024,4,2024-04-01,1
Reasoning Systems,dialogue_reasoning,2024,5,2024-05-01,3
Reasoning Systems,dialogue_reasoning,2024,7,2024-07-01,1
Reasoning Systems,dialogue_reasoning,2024,8,2024-08-01,2
Reasoning Systems,dialogue_reasoning,2024,9,2024-09-01,1
Reasoning Systems,dialogue_reasoning,2024,10,2024-10-01,10
Reasoning Systems,dialogue_reasoning,2024,11,2024-11-01,1
Reasoning Systems,dialogue_reasoning,2024,12,2024-12-01,3
Reasoning Systems,dialogue_reasoning,2025,1,2025-01-01,4
Reasoning Systems,dialogue_reasoning,2025,2,2025-02-01,5
Reasoning Systems,dialogue_reasoning,2025,3,2025-03-01,5
Reasoning Systems,dialogue_reasoning,2025,4,2025-04-01,9
Reasoning Systems,dialogue_reasoning,2025,5,2025-05-01,5
Reasoning Systems,dialogue_reasoning,2025,6,2025-06-01,3
Reasoning Systems,dialogue_reasoning,2025,7,2025-07-01,7
Reasoning Systems,dialogue_reasoning,2025,8,2025-08-01,9
Reasoning Systems,dialogue_reasoning,2025,9,2025-09-01,73
Reasoning Systems,dialogue_reasoning,2025,10,2025-10-01,74
Reasoning Systems,dialogue_reasoning,2025,11,2025-11-01,60
Reasoning Systems,dialogue_reasoning,2025,12,2025-12-01,11
Semantic Search,llm_stack,2018,1,2018-01-01,2
Semantic Search,llm_stack,2018,3,2018-03-01,7
Semantic Search,llm_stack,2018,4,2018-04-01,3
Semantic Search,llm_stack,2018,5,2018-05-01,1
Semantic Search,llm_stack,2018,6,2018-06-01,5
Semantic Search,llm_stack,2018,7,2018-07-01,10
Semantic Search,llm_stack,2018,8,2018-08-01,2
Semantic Search,llm_stack,2018,9,2018-09-01,5
Semantic Search,llm_stack,2018,10,2018-10-01,15
Semantic Search,llm_stack,2018,11,2018-11-01,18
Semantic Search,llm_stack,2018,12,2018-12-01,8
Semantic Search,llm_stack,2019,1,2019-01-01,16
Semantic Search,llm_stack,2019,2,2019-02-01,9
Semantic Search,llm_stack,2019,3,2019-03-01,27
Semantic Search,llm_stack,2019,4,2019-04-01,29
Semantic Search,llm_stack,2019,5,2019-05-01,20
Semantic Search,llm_stack,2019,6,2019-06-01,14
Semantic Search,llm_stack,2019,7,2019-07-01,40
Semantic Search,llm_stack,2019,8,2019-08-01,28
Semantic Search,llm_stack,2019,9,2019-09-01,35
Semantic Search,llm_stack,2019,10,2019-10-01,37
Semantic Search,llm_stack,2019,11,2019-11-01,17
Semantic Search,llm_stack,2019,12,2019-12-01,13
Semantic Search,llm_stack,2020,1,2020-01-01,19
Semantic Search,llm_stack,2020,2,2020-02-01,30
Semantic Search,llm_stack,2020,3,2020-03-01,19
Semantic Search,llm_stack,2020,4,2020-04-01,16
Semantic Search,llm_stack,2020,5,2020-05-01,8
Semantic Search,llm_stack,2020,6,2020-06-01,16
Semantic Search,llm_stack,2020,7,2020-07-01,6
Semantic Search,llm_stack,2020,8,2020-08-01,12
Semantic Search,llm_stack,2020,9,2020-09-01,13
Semantic Search,llm_stack,2020,10,2020-10-01,14
Semantic Search,llm_stack,2020,11,2020-11-01,11
Semantic Search,llm_stack,2020,12,2020-12-01,5
Semantic Search,llm_stack,2021,1,2021-01-01,9
Semantic Search,llm_stack,2021,2,2021-02-01,6
Semantic Search,llm_stack,2021,3,2021-03-01,17
Semantic Search,llm_stack,2021,4,2021-04-01,14
Semantic Search,llm_stack,2021,5,2021-05-01,10
Semantic Search,llm_stack,2021,6,2021-06-01,10
Semantic Search,llm_stack,2021,7,2021-07-01,13
Semantic Search,llm_stack,2021,8,2021-08-01,12
Semantic Search,llm_stack,2021,9,2021-09-01,16
Semantic Search,llm_stack,2021,10,2021-10-01,5
Semantic Search,llm_stack,2021,11,2021-11-01,3
Semantic Search,llm_stack,2021,12,2021-12-01,6
Semantic Search,llm_stack,2022,1,2022-01-01,5
Semantic Search,llm_stack,2022,2,2022-02-01,18
Semantic Search,llm_stack,2022,3,2022-03-01,12
Semantic Search,llm_stack,2022,4,2022-04-01,12
Semantic Search,llm_stack,2022,5,2022-05-01,11
Semantic Search,llm_stack,2022,6,2022-06-01,12
Semantic Search,llm_stack,2022,7,2022-07-01,19
Semantic Search,llm_stack,2022,8,2022-08-01,20
Semantic Search,llm_stack,2022,9,2022-09-01,32
Semantic Search,llm_stack,2022,10,2022-10-01,25
Semantic Search,llm_stack,2022,11,2022-11-01,16
Semantic Search,llm_stack,2022,12,2022-12-01,10
Semantic Search,llm_stack,2023,1,2023-01-01,20
Semantic Search,llm_stack,2023,2,2023-02-01,19
Semantic Search,llm_stack,2023,3,2023-03-01,18
Semantic Search,llm_stack,2023,4,2023-04-01,14
Semantic Search,llm_stack,2023,5,2023-05-01,25
Semantic Search,llm_stack,2023,6,2023-06-01,22
Semantic Search,llm_stack,2023,7,2023-07-01,43
Semantic Search,llm_stack,2023,8,2023-08-01,45
Semantic Search,llm_stack,2023,9,2023-09-01,34
Semantic Search,llm_stack,2023,10,2023-10-01,25
Semantic Search,llm_stack,2023,11,2023-11-01,41
Semantic Search,llm_stack,2023,12,2023-12-01,17
Semantic Search,llm_stack,2024,1,2024-01-01,37
Semantic Search,llm_stack,2024,2,2024-02-01,39
Semantic Search,llm_stack,2024,3,2024-03-01,35
Semantic Search,llm_stack,2024,4,2024-04-01,27
Semantic Search,llm_stack,2024,5,2024-05-01,31
Semantic Search,llm_stack,2024,6,2024-06-01,41
Semantic Search,llm_stack,2024,7,2024-07-01,31
Semantic Search,llm_stack,2024,8,2024-08-01,37
Semantic Search,llm_stack,2024,9,2024-09-01,41
Semantic Search,llm_stack,2024,10,2024-10-01,59
Semantic Search,llm_stack,2024,11,2024-11-01,30
Semantic Search,llm_stack,2024,12,2024-12-01,30
Semantic Search,llm_stack,2025,1,2025-01-01,61
Semantic Search,llm_stack,2025,2,2025-02-01,62
Semantic Search,llm_stack,2025,3,2025-03-01,53
Semantic Search,llm_stack,2025,4,2025-04-01,81
Semantic Search,llm_stack,2025,5,2025-05-01,101
Semantic Search,llm_stack,2025,6,2025-06-01,144
Semantic Search,llm_stack,2025,7,2025-07-01,144
Semantic Search,llm_stack,2025,8,2025-08-01,141
Semantic Search,llm_stack,2025,9,2025-09-01,233
Semantic Search,llm_stack,2025,10,2025-10-01,204
Semantic Search,llm_stack,2025,11,2025-11-01,309
Semantic Search,llm_stack,2025,12,2025-12-01,96
Semantic Search,llm_stack,2026,1,2026-01-01,1
Voice Assistant Technology,dialogue_reasoning,2019,6,2019-06-01,1
Voice Assistant Technology,dialogue_reasoning,2020,7,2020-07-01,6
Voice Assistant Technology,dialogue_reasoning,2020,11,2020-11-01,1
Voice Assistant Technology,dialogue_reasoning,2021,5,2021-05-01,2
Voice Assistant Technology,dialogue_reasoning,2022,1,2022-01-01,1
Voice Assistant Technology,dialogue_reasoning,2022,9,2022-09-01,1
Voice Assistant Technology,dialogue_reasoning,2022,12,2022-12-01,1
Voice Assistant Technology,dialogue_reasoning,2023,9,2023-09-01,4
Voice Assistant Technology,dialogue_reasoning,2024,10,2024-10-01,6
Voice Assistant Technology,dialogue_reasoning,2025,4,2025-04-01,1
Voice Assistant Technology,dialogue_reasoning,2025,8,2025-08-01,1
Voice Assistant Technology,dialogue_reasoning,2025,10,2025-10-01,1
Watson Conversation,dialogue_reasoning,2018,3,2018-03-01,1
Watson Conversation,dialogue_reasoning,2018,4,2018-04-01,1
Watson Conversation,dialogue_reasoning,2018,6,2018-06-01,1
Watson Conversation,dialogue_reasoning,2018,7,2018-07-01,2
Watson Conversation,dialogue_reasoning,2018,10,2018-10-01,2
Watson Conversation,dialogue_reasoning,2018,12,2018-12-01,3
Watson Conversation,dialogue_reasoning,2019,1,2019-01-01,4
Watson Conversation,dialogue_reasoning,2019,2,2019-02-01,2
Watson Conversation,dialogue_reasoning,2019,10,2019-10-01,1
Watson Conversation,dialogue_reasoning,2019,11,2019-11-01,1
Watson Conversation,dialogue_reasoning,2019,12,2019-12-01,3
Watson Conversation,dialogue_reasoning,2020,1,2020-01-01,1
Watson Conversation,dialogue_reasoning,2021,3,2021-03-01,1
